Date,Team,Acquired,Relinquished,Notes
2013-07-28,Jets,,• Aaron Berry,placed on ir with torn acl in knee
2013-07-29,Eagles,,• Jason Phillips (Wesley),placed on ir torn acl in right knee
2013-07-30,Broncos,,• Dan Koppen,placed on ir with torn acl in left knee
2013-07-30,Colts,,• Brandon McKinney,placed on ir with left knee injury
2013-07-30,Eagles,,• Jeremy Maclin,placed on ir with torn acl in right knee
2013-07-31,49ers,,• Darius Fleming,placed on ir with torn acl in knee
2013-07-31,Rams,,• Braden Brown,placed on ir with back injury
2013-07-31,Rams,,• Kevin Saia,placed on ir with foot injury
2013-07-31,Ravens,,• Spencer Adkins,placed on ir with hamstring injury
2013-08-01,Chargers,,• Chibuikem Okoro / Kenny Okoro,placed on ir with undisclosed injury
2013-08-01,Cowboys,,• Ikponmwosa Igbinosun,placed on ir with ankle injury
2013-08-01,Dolphins,,• Armon Binns,placed on ir with torn acl in knee
2013-08-01,Dolphins,,• Jasper Collins,placed on ir with undisclosed injury
2013-08-01,Texans,,• Johnny Adams (b. 1989-06-09),placed on ir with undisclosed injury
2013-08-02,Chiefs,,• Colin Kelly,placed on ir with knee injury
2013-08-02,Colts,,• Scott Lutrus,placed on ir with knee injury
2013-08-02,Falcons,,• Saeed Lee,placed on ir with undisclosed injury
2013-08-02,Giants,,• Jeremy Horne-Murdock / Jeremy Horne,placed on ir with undisclosed injury
2013-08-02,Seahawks,,• Greg Herd (b),placed on ir with undisclosed injury
2013-08-03,Cowboys,,• Cameron Sheffield,placed on ir with groin injury
2013-08-03,Panthers,,• Linden Gaydosh,placed on ir with back injury
2013-08-03,Seahawks,,• Kenneth Boatright,placed on ir with shoulder injury
2013-08-04,Dolphins,,• Brian Thomas (b),placed on ir with undisclosed injury
2013-08-04,Patriots,,• Elvis Fisher,placed on ir with knee injury
2013-08-04,Patriots,,• Lavasier Tuinei,placed on ir with shoulder injury
2013-08-04,Steelers,,• Nik Embernate,placed on ir with knee injury
2013-08-06,Jaguars,,• Stephane Milhim,placed on ir with foot injury
2013-08-06,Jaguars,,• Taylor Price,placed on ir with foot injury
2013-08-06,Jets,,• Marcus Davis,placed on ir with undisclosed injury
2013-08-06,Raiders,,• Johnny Jones (III),placed on ir with undisclosed injury
2013-08-07,Cardinals,,• Everrette Thompson,placed on ir with arm injury
2013-08-07,Cardinals,,• LaRon Byrd,placed on ir with concussion
2013-08-07,Chargers,,• Devan Walker,placed on ir with knee injury
2013-08-07,Packers,,• Sederrik Cunningham,placed on ir with wrist injury
2013-08-07,Saints,,• Chris Givens (b. 1989-12-06),placed on ir with undisclosed injury
2013-08-07,Titans,,• Matthew Pierce / Matt Pierce,placed on ir with undisclosed injury
2013-08-07,Vikings,,• Nathan Williams (a),placed on ir with undisclosed injury
2013-08-08,Bears,,• Kelvin Hayden,placed on ir with torn left hamstring
2013-08-08,Bengals,,• Larry Black (a),placed on ir with dislocated right ankle
2013-08-08,Broncos,,• Justin Boren,placed on ir with toe injury
2013-08-08,Cowboys,,• Monte Taylor,placed on ir with undisclosed injury
2013-08-08,Eagles,,• Arrelious Benn,placed on ir with torn acl in left knee
2013-08-08,Jets,,• Vidal Hazelton,placed on ir with knee injury
2013-08-08,Steelers,,• Curtis McNeal,placed on ir with undisclosed injury
2013-08-09,Buccaneers,,• Marvin Booker,placed on ir with undisclosed injury
2013-08-09,Chiefs,,• Dustin Waldron,placed on ir with dislocated kneecap
2013-08-09,Colts,,• Justin Anderson (K.),placed on ir with pectoral muscle injury
2013-08-09,Cowboys,,• Jeff Olson,placed on ir
2013-08-09,Dolphins,,• Cameron Marshall,placed on ir with hamstring injury
2013-08-09,Falcons,,• Mike Johnson (P.),"placed on ir with fractured fibula, dislocated ankle in left leg"
2013-08-13,Giants,,• Kris Adams,placed on ir with fractured ankle
2013-08-13,Jets,,• John Griffin (Anthony),placed on ir with undisclosed injury
2013-08-13,Lions,,• Carmen Messina,placed on ir with undisclosed injury
2013-08-13,Patriots,,• Brandon Ford,placed on ir with undisclosed injury
2013-08-13,Redskins,,• Phillip Thomas (b. 1989-03-01),placed on ir with torn lisfranc ligament in left foot
2013-08-13,Steelers,,• Plaxico Burress,placed on ir with torn rotator cuff in right shoulder
2013-08-13,Texans,,• Evan Frierson,placed on ir with undisclosed injury
2013-08-14,Colts,,• Justin Hickman,placed on ir with lisfranc injury in foot
2013-08-14,Colts,,• Quinton Spears,placed on ir with hamstring injury
2013-08-14,Cowboys,,• James Nelson,placed on ir with ankle injury
2013-08-15,Bills,,• Mike Caussin,placed on ir with hip injury
2013-08-15,Patriots,,• Tyronne Green,placed on ir with undisclosed injury
2013-08-19,Bills,,• Kevin Elliott,placed on ir with torn acl in knee
2013-08-19,Chargers,,• Danario Alexander,placed on ir with torn acl in right knee
2013-08-19,Colts,,• Dan Moore,placed on ir with shoulder injury
2013-08-19,Saints,,• Kenyon Coleman,placed on ir with torn pectoral muscle
2013-08-20,Cowboys,,• Alex Albright,placed on ir with back injury
2013-08-20,Cowboys,,• Toby Jackson,placed on ir with undisclosed injury
2013-08-20,Cowboys,,• Travis Chappelear,placed on ir with undisclosed injury
2013-08-20,Dolphins,,• Dustin Keller,"placed on ir with torn acl, mcl, pcl in right knee"
2013-08-20,Lions,,• Cory Greenwood,placed on ir with shoulder injury
2013-08-20,Patriots,,• R.J. Mattes,placed on ir with ankle injury
2013-08-20,Saints,,• A.J. Davis (b),placed on ir with undisclosed injury
2013-08-21,Bills,,• Keith Williams (Phillip),placed on ir with undisclosed injury
2013-08-21,Giants,,• Chris Degeare,placed on ir with torn mcl in knee
2013-08-21,Giants,,• Keith Carlos,placed on ir with undisclosed injury
2013-08-21,Jets,,• Lex Hilliard,placed on ir with shoulder injury
2013-08-21,Raiders,,• Eddy Carmona,placed on ir with undisclosed injury
2013-08-21,Raiders,,• John Wetzel,placed on ir with knee injury
2013-08-22,49ers,,• Darcel McBath,placed on ir with left foot injury
2013-08-24,Panthers,,• Bruce Campbell,placed on ir with rotator cuff injury
2013-08-24,Panthers,,• Kealoha Pilares,placed on ir with knee injury
2013-08-24,Panthers,,• Michael Zordich,placed on ir with torn acl in knee
2013-08-25,Colts,,• Lawrence Sidbury Jr.,placed on ir with shoulder injury
2013-08-26,Browns,,• Dion Lewis,placed on ir with fractured fibula
2013-08-26,Chargers,,• Byron Jerideau,placed on ir with shoulder injury
2013-08-26,Chargers,,• Steve Williams (Dwain),placed on ir with torn pectoral muscle
2013-08-26,Giants,,• Stevie Brown,placed on ir with torn acl in left knee
2013-08-26,Jaguars,,• Jeremy Harris,placed on ir with back injury
2013-08-26,Lions,,• John Drew,placed on ir with undisclosed injury
2013-08-26,Lions,,• Ross Weaver,placed on ir with undisclosed injury
2013-08-26,Panthers,,• Edmund Kugbila,placed on ir with hamstring injury
2013-08-26,Patriots,,• Cory Grissom,placed on ir with knee injury
2013-08-26,Patriots,,• Markus Zusevics,placed on ir with undisclosed injury
2013-08-26,Ravens,,• Adrian Hamilton,placed on ir with wrist injury
2013-08-26,Redskins,,• Keenan Robinson,placed on ir with torn left pectoral muscle
2013-08-26,Seahawks,,• Jesse Williams (b),placed on ir with knee injury
2013-08-26,Steelers,,• Nick Williams (b. 1990-02-21),placed on ir with knee injury
2013-08-27,49ers,,• Chris Culliver,placed on ir with torn acl in knee
2013-08-27,Bengals,,• Sean Porter,placed on ir with shoulder injury
2013-08-27,Broncos,,• Greg Orton (Carlton),placed on ir with ankle injury
2013-08-27,Broncos,,• Quincy McDuffie,placed on ir with hamstring injury
2013-08-27,Broncos,,• Quinton Carter,placed on ir with left knee injury
2013-08-27,Buccaneers,,• Anthony Gaitor,placed on ir with torn acl in knee
2013-08-27,Buccaneers,,• Michael Smith (b. 1988-08-09),placed on ir with foot injury
2013-08-27,Chargers,,• Chris Gronkowski,placed on ir with ankle injury
2013-08-27,Chargers,,• Dan DePalma,placed on ir with shoulder injury
2013-08-27,Chargers,,• Mike Willie,placed on ir with knee injury
2013-08-27,Colts,,• Teddy Williams,placed on ir with undisclosed injury
2013-08-27,Cowboys,,• Ryan Cook,placed on ir with back injury
2013-08-27,Cowboys,,• Tyrone Crawford,placed on ir with achilles tendon injury
2013-08-27,Eagles,,• Eddie Whitley,placed on ir with undisclosed injury
2013-08-27,Giants,,• Laron Scott,placed on ir with hamstring injury
2013-08-27,Packers,,• Bryan Bulaga,placed on ir with torn acl in knee
2013-08-27,Packers,,• DuJuan Harris,placed on ir with knee injury
2013-08-27,Patriots,,• Kamar Aiken,placed on ir with undisclosed injury
2013-08-27,Raiders,,• Alex Parsons,placed on ir with undisclosed injury
2013-08-27,Raiders,,• Brandon Bair,placed on ir with undisclosed injury
2013-08-27,Raiders,,• Joselio Hanson,placed on ir with groin injury
2013-08-27,Raiders,,• Latavius Murray,placed on ir with ankle injury
2013-08-27,Rams,,• Graham Pocic,placed on ir with shoulder injury
2013-08-27,Redskins,,• Jeremy Kimbrough,placed on ir with undisclosed injury
2013-08-27,Redskins,,• Richard Crawford,placed on ir with knee injury
2013-08-27,Redskins,,• Ryan Mouton,placed on ir with hamstring injury
2013-08-27,Saints,,• Chris Chamberlain,placed on ir with knee injury
2013-08-27,Saints,,• Joseph Morgan,placed on ir with knee injury
2013-08-27,Saints,,• Will Smith (a),placed on ir with torn acl in knee
2013-08-27,Steelers,,• DeMarcus Van Dyke,placed on ir with hamstring injury
2013-08-27,Steelers,,• Justin Cheadle,placed on ir with hamstring injury
2013-08-27,Texans,,• Alec Lemon,placed on ir with right hamstring injury
2013-08-27,Titans,,• Greg Jones (K.),placed on ir with undisclosed injury
2013-08-28,49ers,,• Lamar Divens,placed on ir with undisclosed injury
2013-08-28,49ers,,• Lawrence Okoye,placed on ir with knee injury
2013-08-28,Bengals,,• Brandon Joiner,placed on ir with torn acl in knee
2013-08-28,Browns,,• Montario Hardesty,placed on ir with knee injury
2013-08-28,Buccaneers,,• Jacob Cutrera,placed on ir with undisclosed injury
2013-08-28,Colts,,• Nathan Palmer (D.),placed on ir with knee injury
2013-08-28,Eagles,,• Phillip Hunt,placed on ir with torn acl in knee
2013-08-28,Packers,,• Jarvis Reed,placed on ir with ankle injury
2013-08-28,Packers,,• Kevin Dorsey,placed on ir with toe / hamstring injury
2013-08-28,Panthers,,• Frank Kearse,placed on ir with knee injury
2013-08-28,Panthers,,• Joe Adams (b),placed on ir with calf injury
2013-08-28,Patriots,,• Anthony Rashad White,placed on ir with undisclosed injury
2013-08-28,Patriots,,• Brice Schwab,placed on ir with undisclosed injury
2013-08-28,Rams,,• Ryan Lee,placed on ir with knee injury
2013-08-28,Redskins,,• Roddrick Muckelroy,placed on ir with undisclosed injury
2013-08-28,Texans,,• David Hunter,placed on ir with ankle injury
2013-08-28,Texans,,• Michael Smith / Mike Smith (f),placed on ir with knee injury
2013-08-28,Titans,,• Markelle Martin,placed on ir with hamstring injury
2013-08-29,Buccaneers,,• Aaron Morgan,placed on ir with undisclosed injury
2013-08-30,Bills,,• Brad Smith (Alexander),placed on ir with rib injury
2013-08-30,Bills,,• Drew Smith,placed on ir with thumb injury
2013-08-30,Bills,,• Kevin Kolb,placed on ir with concussion
2013-08-30,Cardinals,,• Jonathan Cooper,placed on ir with fractured left leg
2013-08-30,Dolphins,,• Aaron Corp,placed on ir with fractured collarbone
2013-08-30,Eagles,,• Joe Kruger,placed on ir with shoulder injury
2013-08-30,Falcons,,• Andrew Szczerba,placed on ir with undisclosed injury
2013-08-30,Falcons,,• Sean Renfree,placed on ir with shoulder injury
2013-08-30,Ravens,,• D.J. Bryant,placed on ir with knee injury
2013-08-31,Bengals,,• Emmanuel Lamur,placed on ir with shoulder injury
2013-08-31,Broncos,,• Lerentee McCray,placed on ir with ankle injury
2013-08-31,Broncos,,• Quanterus Smith,placed on ir with torn acl in knee
2013-08-31,Broncos,,• Stewart Bradley,placed on ir with wrist injury
2013-08-31,Cardinals,,• Jeff King,placed on ir with knee injury
2013-08-31,Cardinals,,• Ricky Lumpkin,placed on ir with shoulder injury
2013-08-31,Cowboys,,• Matt Johnson (c),placed on ir with foot injury
2013-08-31,Giants,,• Ramses Barden,placed on ir with knee injury
2013-08-31,Lions,,• Michael Williams (b),placed on ir with hand injury
2013-08-31,Patriots,,• Adrian Wilson (Lemar),placed on ir with hamstring injury
2013-08-31,Raiders,,• Tony Bergstrom,placed on ir with foot injury
2013-08-31,Saints,,• Eric Olsen (b. 1988-06-16),placed on ir with undisclosed injury
2013-08-31,Texans,,• Alan Bonner,placed on ir with hamstring injury
2013-08-31,Texans,,• Brennan Williams,placed on ir with knee injury
2013-08-31,Texans,,• Trevardo Williams,placed on ir with right knee injury
2013-08-31,Titans,,• Marc Mariani,placed on ir with shoulder injury
2013-08-31,Vikings,,• Seth Olsen,placed on ir with neck injury
2013-09-01,Bears,,• Brandon Hardin,placed on ir with shoulder injury
2013-09-01,Browns,,• Brandon Bogotay,placed on ir with groin injury
2013-09-01,Chargers,,• Damik Scafe,placed on ir with undisclosed injury
2013-09-01,Chiefs,,• Ricky Henry,placed on ir with biceps injury
2013-09-01,Chiefs,,• Tony Moeaki,placed on ir with shoulder injury
2013-09-01,Colts,,• Daxton Swanson / Dax Swanson,placed on ir with undisclosed injury
2013-09-01,Colts,,• Emmett Cleary,placed on ir with undisclosed injury
2013-09-01,Colts,,• Shawn Loiseau,placed on ir with undisclosed injury
2013-09-01,Cowboys,,• Nate Livings,placed on ir with knee injury
2013-09-01,Dolphins,,• Aaron Corp,placed on ir with collarbone injury
2013-09-01,Dolphins,,• Jeff Adams,placed on ir with undisclosed injury
2013-09-01,Giants,,• Selvish Capers,placed on ir with knee injury
2013-09-01,Jaguars,,• Kevin Rutland,placed on ir with quadriceps injury
2013-09-01,Jets,,• Greg McElroy,placed on ir with knee injury
2013-09-01,Jets,,• Josh Mauga,placed on ir with back injury
2013-09-01,Lions,,• Jon Morgan,placed on ir with shoulder injury
2013-09-01,Lions,,• Martavius Neloms,placed on ir with foot injury
2013-09-01,Panthers,,• Anderson Russell,placed on ir with undisclosed injury
2013-09-01,Panthers,,• D.J. Campbell,placed on ir with leg injury
2013-09-01,Panthers,,• David Gettis,placed on ir with hamstring injury
2013-09-01,Panthers,,• Jimmy Clausen,placed on ir with shoulder injury
2013-09-01,Patriots,,• Chris McDonald (a),placed on ir with undisclosed injury
2013-09-01,Patriots,,• Jermaine Cunningham,placed on ir with undisclosed injury
2013-09-01,Patriots,,• Justin Francis,placed on ir with ankle injury
2013-09-01,Raiders,,• Willie Smith (Junior),placed on ir with back injury
2013-09-01,Rams,,• Ty Nsekhe,placed on ir with undisclosed injury
2013-09-01,Redskins,,• Dezmon Briscoe,placed on ir with shoulder injury
2013-09-01,Titans,,• Brandon Barden,placed on ir with knee injury
2013-09-01,Vikings,,• Bobby Felder,placed on ir with ankle injury
2013-09-01,Vikings,,• D'Aundre Reed,placed on ir with ankle injury
2013-09-02,Eagles,,• Curtis Marsh Jr.,placed on ir with hand injury
2013-09-02,Panthers,,• Haruki Nakamura,placed on ir with concussion
2013-09-02,Ravens,,• LaQuan Williams,placed on ir with hamstring injury
2013-09-03,Browns,,• Jason Pinkston,placed on ir with ankle injury
2013-09-03,Buccaneers,,• Danny Gorrer,placed on ir with groin injury
2013-09-03,Chiefs,,• Sanders Commings,placed on ir with collarbone injury
2013-09-03,Giants,,• Andre Brown (b),placed on ir with fractured leg
2013-09-03,Saints,,• Jonathan Vilma,placed on ir with knee injury
2013-09-03,Steelers,,• Matt Spaeth,placed on ir with foot injury
2013-09-04,Bengals,,• Andrew Hawkins,placed on ir with ankle injury
2013-09-04,Cowboys,,• Eric Frampton,placed on ir with strained left calf
2013-09-04,Lions,,• Montell Owens,placed on ir with knee injury
2013-09-04,Ravens,,• Dennis Pitta,placed on ir recovering from surgery to repair fractured and dislocated hip
